Kota/Kabupaten,Kecamatan,Nama Sekolah,NPSN,BP,Status,Tahun Akreditasi,Nilai Akreditasi,Peringkat Akreditasi,Last Sync,Jml Sync,PD,Rombel,Guru,Pegawai,R. Kelas,R. Lab,R. Perpus
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG BARAT 15 PAGI,20105159,SD,Negeri,2021,93,A,2023-03-08 12:10:33,7,318,11,15,4,9,1,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG BARAT 16,20105160,SD,Negeri,2021,91,A,2023-03-08 08:02:10,9,671,21,25,7,10,2,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG BARAT 19 PG,20105163,SD,Negeri,2019,93,A,2023-02-15 08:20:45,3,295,11,13,4,11,1,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 01 PG,20105165,SD,Negeri,2019,93,A,2023-02-01 10:51:52,11,371,12,17,4,8,1,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 03 PG,20105167,SD,Negeri,2021,91,A,2023-03-08 08:02:50,4,315,10,12,4,8,0,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 04 PT,20105168,SD,Negeri,2021,90,B,2023-02-28 17:00:40,3,238,8,8,3,8,0,0
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 05 PG,20105169,SD,Negeri,2022,91,A,2023-02-23 13:06:26,10,482,16,20,4,13,1,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 09,20105172,SD,Negeri,2018,92,A,2023-03-06 09:28:26,7,522,17,22,5,10,1,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 10 PG,20105173,SD,Negeri,2018,91,A,2023-02-06 14:33:02,6,331,10,12,3,8,0,0
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 11 PT,20102107,SD,Negeri,2019,92,A,2023-02-28 12:04:42,8,243,8,10,4,10,0,0
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 12 PG,20105175,SD,Negeri,2019,93,A,2023-03-07 13:19:02,9,223,7,7,3,6,1,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 13 PTG,20105176,SD,Negeri,2021,85,B,2023-02-27 11:22:49,7,261,9,11,4,6,0,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 14 PG,20105177,SD,Negeri,2019,93,A,2023-01-31 09:56:20,5,369,12,15,5,11,0,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 15 PG,20105178,SD,Negeri,2022,92,A,2023-02-28 10:54:32,5,330,11,13,4,10,0,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 17 PG,20105180,SD,Negeri,2022,93,A,2023-03-06 09:56:02,13,272,9,10,4,9,0,2
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 18 PG,20105181,SD,Negeri,2022,93,A,2023-02-16 12:21:18,4,309,10,12,2,10,0,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 19 PT,20102116,SD,Negeri,2022,92,A,2023-03-07 10:14:25,10,301,10,10,3,9,0,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 21 PG,20109049,SD,Negeri,2019,92,A,2023-02-23 19:50:10,7,386,12,15,4,14,1,1
Jakarta Barat,Cengkareng,SD NEGERI CENGKARENG TIMUR 22 PT,20102130,SD,Negeri,2022,92,A,2023-02-20 17:11:32,16,308,10,12,4,10,1,1
Jakarta Barat,Cengkareng,SD NEGERI DURI KOSAMBI 01 PG,20102083,SD,Negeri,2021,91,A,2023-03-01 12:32:25,30,632,20,24,6,18,0,0
Jakarta Barat,Cengkareng,SD NEGERI DURI KOSAMBI 02 PG,20102082,SD,Negeri,2019,93,A,2023-02-01 13:57:56,1,318,10,13,4,8,0,0
Jakarta Barat,Cengkareng,SD NEGERI DURI KOSAMBI 04 PG,20102080,SD,Negeri,2021,91,A,2023-03-02 09:50:55,8,599,19,24,5,8,1,1
Jakarta Barat,Cengkareng,SD NEGERI DURI KOSAMBI 05 PT,20105199,SD,Negeri,2022,92,A,2023-02-27 08:36:22,8,341,11,14,4,8,1,1
Jakarta Barat,Cengkareng,SD NEGERI DURI KOSAMBI 06 PG,20105200,SD,Negeri,2019,91,A,2023-02-14 09:45:22,12,564,18,23,5,11,1,1
Jakarta Barat,Cengkareng,SD NEGERI DURI KOSAMBI 07 PG,20102077,SD,Negeri,2021,89,B,2023-02-14 15:15:13,11,752,24,27,6,20,1,1
Jakarta Barat,Cengkareng,SD NEGERI DURI KOSAMBI 09 PG,20102087,SD,Negeri,2022,92,A,2023-02-28 07:57:52,16,446,14,18,3,12,0,1
Jakarta Barat,Cengkareng,SD NEGERI DURI KOSAMBI 10 PG,20109050,SD,Negeri,2019,93,A,2023-03-01 07:22:26,5,375,12,15,5,13,0,1
Jakarta Barat,Cengkareng,SD NEGERI DURI KOSAMBI 11 PT,20105205,SD,Negeri,2022,92,A,2023-02-09 15:48:10,8,302,10,11,3,9,0,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 01 PG,20105286,SD,Negeri,2021,91,A,2023-02-22 08:50:56,14,376,12,14,4,9,0,0
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 02 PAGI,20105287,SD,Negeri,2019,91,A,2023-02-27 11:52:24,7,410,13,15,4,17,0,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 03 PG,20105288,SD,Negeri,2018,92,A,2023-03-06 11:12:18,29,375,12,19,4,9,1,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 04 PT,20101933,SD,Negeri,2022,92,A,2023-02-08 10:52:26,4,451,14,18,4,14,2,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 05 PG,20101932,SD,Negeri,2018,94,A,2023-03-02 11:24:34,5,337,11,14,4,9,1,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 06 PAGI,20105291,SD,Negeri,2021,91,A,2023-02-27 09:04:10,8,409,13,17,5,13,2,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 07 PETANG,20101930,SD,Negeri,2022,94,A,2023-02-27 17:06:05,7,397,13,15,3,13,1,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 08 PT,20101929,SD,Negeri,2021,91,A,2023-03-03 14:40:02,18,380,12,12,4,9,0,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 09 PG,20105294,SD,Negeri,2019,91,A,2023-02-17 11:31:40,4,486,15,19,4,15,1,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 10 PT,20105295,SD,Negeri,2019,95,A,2023-02-20 13:24:17,7,473,15,16,5,15,1,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 11 PG,20105296,SD,Negeri,2021,91,A,2023-02-14 20:20:44,7,381,12,15,4,12,2,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 13 PT,20101925,SD,Negeri,2022,91,A,2023-03-01 18:09:30,22,371,12,13,2,12,2,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 14 PG,20105299,SD,Negeri,2018,92,A,2023-03-06 10:21:12,15,337,12,15,2,12,1,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 15 PAGI,20102020,SD,Negeri,2022,94,A,2023-03-01 11:08:01,8,572,17,18,4,8,1,1
Jakarta Barat,Cengkareng,SD NEGERI KAPUK 16 PAGI,20105301,SD,Negeri,2019,92,A,2023-02-23 13:54:05,5,368,12,14,4,8,1,1
Jakarta Barat,Cengkareng,SD NEGERI KEDAUNG KALI ANGKE 12 PG.,20101973,SD,Negeri,2022,92,A,2023-02-13 07:55:29,3,261,9,10,5,9,1,1
Jakarta Barat,Cengkareng,SD NEGERI KEDAUNG KALIANGKE 01 PG,20105322,SD,Negeri,2021,90,B,2023-02-14 12:51:58,4,267,9,11,4,7,2,1
Jakarta Barat,Cengkareng,SD NEGERI KEDAUNG KALIANGKE 03 PG,20102011,SD,Negeri,2019,94,A,2023-02-21 15:27:52,9,277,9,12,4,11,1,1
Jakarta Barat,Cengkareng,SD NEGERI KEDAUNG KALIANGKE 05 PG,20102009,SD,Negeri,2019,93,A,2023-02-28 07:05:18,9,350,13,16,4,13,1,1
Jakarta Barat,Cengkareng,SD NEGERI KEDAUNG KALIANGKE 06,20105326,SD,Negeri,2021,91,A,2023-03-03 12:05:41,16,358,12,15,4,10,1,1
Jakarta Barat,Cengkareng,SD NEGERI KEDAUNG KALIANGKE 07 PT,20105327,SD,Negeri,2019,92,A,2023-02-16 09:35:42,13,228,9,12,4,9,1,2
Jakarta Barat,Cengkareng,SD NEGERI KEDAUNG KALIANGKE 08 PG,20101990,SD,Negeri,2019,92,A,2023-02-28 11:46:43,7,271,9,11,3,9,1,1
Jakarta Barat,Cengkareng,SD NEGERI KEDAUNG KALIANGKE 09 PT,20105329,SD,Negeri,2019,89,B,2023-02-28 11:13:53,6,222,9,11,3,9,1,1
Jakarta Barat,Cengkareng,SD NEGERI KEDAUNG KALIANGKE 10,20105330,SD,Negeri,2019,92,A,2023-03-03 09:09:53,7,316,11,12,4,8,1,0
Jakarta Barat,Cengkareng,SD NEGERI KEDAUNG KALIANGKE 11 PG,20105331,SD,Negeri,2019,92,A,2023-02-09 09:49:26,8,275,10,12,4,8,1,1
Jakarta Barat,Cengkareng,SD NEGERI KEDAUNG KALIANGKE 13 PG,20101972,SD,Negeri,2022,92,A,2023-03-07 10:04:12,12,256,9,10,5,7,1,1
Jakarta Barat,Cengkareng,SD NEGERI RAWA BUAYA 02 PG,20101413,SD,Negeri,2018,93,A,2023-02-28 08:38:37,19,407,13,15,5,15,0,1
Jakarta Barat,Cengkareng,SD NEGERI RAWA BUAYA 03 PG,20105474,SD,Negeri,2019,93,A,2023-03-08 08:33:12,17,370,12,15,5,13,1,1
Jakarta Barat,Cengkareng,SD NEGERI RAWA BUAYA 05 PT,20105476,SD,Negeri,2022,92,A,2023-03-06 17:32:37,18,312,10,13,4,10,1,1
Jakarta Barat,Cengkareng,SD NEGERI RAWA BUAYA 07,20101424,SD,Negeri,2018,95,A,2023-03-06 23:56:18,9,721,23,30,7,18,0,1
Jakarta Barat,Cengkareng,SD NEGERI RAWA BUAYA 09,20101436,SD,Negeri,2022,92,A,2023-03-08 07:47:38,19,712,23,30,8,14,0,1
Jakarta Barat,Cengkareng,SDN CENGKARENG BARAT 20 PETANG,20108950,SD,Negeri,2022,92,A,2023-03-02 01:43:40,8,270,10,13,4,10,1,1
Jakarta Barat,Cengkareng,SDN Cengkareng Timur 07 Pagi,20105171,SD,Negeri,2019,94,A,2023-02-21 15:05:26,7,378,12,15,5,12,2,1
Jakarta Barat,Cengkareng,SDN CENGKARENG TIMUR 16 PETANG,20102104,SD,Negeri,2021,91,A,2023-02-28 11:20:24,19,338,11,14,4,10,1,1
Jakarta Barat,Cengkareng,SDN KAPUK 12 PETANG,20101926,SD,Negeri,2022,92,A,2023-03-01 14:26:35,9,387,12,14,4,9,1,1
Jakarta Barat,Cengkareng,SDN KEDAUNG KALIANGKE 14,20101971,SD,Negeri,2019,93,A,2023-02-28 15:07:01,17,497,16,19,5,16,0,1
Jakarta Barat,Cengkareng,SDN Rawa Buaya 01,20101414,SD,Negeri,2019,93,A,2023-03-08 09:36:47,25,835,26,33,6,22,0,0
Jakarta Barat,Cengkareng,SD Anugerah Cahaya,70012958,SD,Swasta,0,0,,2023-02-01 17:18:32,1,19,2,1,2,1,0,1
Jakarta Barat,Cengkareng,SD BAPTIS CENGKARENG INDAH,20109177,SD,Swasta,2022,82,B,2023-02-16 07:55:59,5,166,9,8,4,14,2,1
Jakarta Barat,Cengkareng,SD CARITAS CHRISTI,70002436,SD,Swasta,0,0,,2023-03-03 15:54:48,15,73,7,11,3,8,2,1
Jakarta Barat,Cengkareng,SD ESTI BAKTI,20105656,SD,Swasta,2022,88,B,2023-02-09 09:45:06,9,131,5,7,3,6,2,1
Jakarta Barat,Cengkareng,SD HARAPAN JAYA,20105665,SD,Swasta,2018,88,B,2023-02-27 13:39:00,17,322,14,21,2,17,1,1
Jakarta Barat,Cengkareng,SD HARAPAN LESTARI,20101748,SD,Swasta,2019,86,B,2023-02-28 07:43:51,4,111,6,7,1,6,2,1
Jakarta Barat,Cengkareng,SD INSAN MULIA,20108957,SD,Swasta,2022,94,A,2023-02-09 13:01:10,2,612,24,23,2,24,1,1
Jakarta Barat,Cengkareng,SD IT AMANI AR-RASYID,69966101,SD,Swasta,2018,84,B,2023-01-25 12:24:05,6,90,6,13,4,9,1,1
Jakarta Barat,Cengkareng,SD KARTINI,20105698,SD,Swasta,2021,85,B,2023-03-02 09:48:06,6,14,4,7,1,6,0,0
Jakarta Barat,Cengkareng,SD KASIH BAGI BANGSA,69964618,SD,Swasta,2018,83,B,2023-01-25 08:51:02,1,178,9,7,4,13,2,1
Jakarta Barat,Cengkareng,SD KASIH IMMANUEL,20109909,SD,Swasta,2018,91,A,2023-01-19 12:16:21,2,79,6,8,3,7,2,1
Jakarta Barat,Cengkareng,SD KERTAPAWITAN,20105708,SD,Swasta,2022,91,A,2023-03-07 08:46:26,17,143,8,16,7,12,2,1
Jakarta Barat,Cengkareng,SD KRISTEN CENDRAWASIH,20101744,SD,Swasta,2022,92,A,2023-03-01 19:17:54,3,76,6,8,1,9,2,1
Jakarta Barat,Cengkareng,SD KRISTEN KALAM KUDUS III,20105693,SD,Swasta,2019,95,A,2023-03-08 09:58:57,9,385,16,26,3,20,1,1
Jakarta Barat,Cengkareng,SD KRISTEN KASIH KARUNIA,20105712,SD,Swasta,2021,97,A,2023-02-17 13:55:14,4,126,7,10,2,12,2,1
Jakarta Barat,Cengkareng,SD KRISTEN RAHMANI II,20105746,SD,Swasta,2019,93,A,2023-03-08 19:12:28,3,156,6,7,2,6,2,1
Jakarta Barat,Cengkareng,SD KRISTEN TIARA KASIH,20105715,SD,Swasta,2019,92,A,2023-02-03 08:05:38,5,419,18,26,4,18,3,1
Jakarta Barat,Cengkareng,SD LAMAHOLOT,20105717,SD,Swasta,2019,91,A,2023-02-14 14:14:00,11,108,6,8,1,6,2,1
Jakarta Barat,Cengkareng,SD MERDEKA SARI,20105724,SD,Swasta,2018,88,B,2023-02-05 21:58:51,2,240,8,11,0,10,2,1
Jakarta Barat,Cengkareng,SD NURTURE SPRING,69948740,SD,Swasta,2018,91,A,2023-02-19 18:46:47,3,154,8,16,3,9,2,1
Jakarta Barat,Cengkareng,SD PELITA ABADI,20105739,SD,Swasta,2019,87,B,2023-02-24 14:41:12,9,203,10,10,2,12,2,2
Jakarta Barat,Cengkareng,SD STRADA BINA MULIA I,20105770,SD,Swasta,2021,96,A,2023-02-13 12:55:19,4,663,21,24,8,25,1,1
Jakarta Barat,Cengkareng,SD TRINITAS,20105787,SD,Swasta,2017,91,A,2023-02-06 21:30:33,5,29,4,4,1,6,1,1
Jakarta Barat,Cengkareng,SD VIANNEY,20105797,SD,Swasta,2022,95,A,2023-03-01 21:51:04,14,240,12,19,4,13,1,1
Jakarta Barat,Cengkareng,SDIT AL-MUTTAQIN,69966139,SD,Swasta,2018,93,A,2023-01-25 00:00:28,4,289,14,18,5,14,0,0
Jakarta Barat,Cengkareng,SDS AL MUKHLISIN,20109310,SD,Swasta,2019,91,A,2023-02-22 09:09:34,6,303,12,19,4,12,1,1
Jakarta Barat,Cengkareng,SDS Al-Mukhlisin,20109413,SD,Swasta,2018,87,B,2023-03-07 11:06:57,8,295,12,12,1,12,1,1
Jakarta Barat,Cengkareng,SDS Angela,20105614,SD,Swasta,2019,87,B,2023-02-21 15:52:55,2,38,3,4,1,6,1,1
Jakarta Barat,Cengkareng,SDS ANUGRAH,20105616,SD,Swasta,2018,88,B,2023-02-13 09:18:12,7,170,7,8,1,8,1,1
Jakarta Barat,Cengkareng,SDS Aulia,20105619,SD,Swasta,2019,87,B,2023-02-15 11:16:48,4,322,11,13,2,12,1,1
Jakarta Barat,Cengkareng,SDS BINTANG KEJORA,20105633,SD,Swasta,2019,92,A,2023-02-02 07:03:45,3,222,10,12,5,10,1,1
Jakarta Barat,Cengkareng,SDS Carina Sayang,20105645,SD,Swasta,2021,91,A,2023-02-14 10:59:14,4,54,6,7,2,6,2,1
Jakarta Barat,Cengkareng,SDS Cinta Kasih Tzu Chi,20109042,SD,Swasta,2019,96,A,2023-02-09 08:44:52,4,937,30,47,2,30,3,1
Jakarta Barat,Cengkareng,SDS Impian Bunda,20101745,SD,Swasta,2021,92,A,2023-03-03 13:48:59,9,116,6,8,6,6,1,1
Jakarta Barat,Cengkareng,SDS Islam Al-Huriyyah,20105685,SD,Swasta,2020,81,B,2023-02-21 11:08:03,1,156,6,3,1,6,1,1
Jakarta Barat,Cengkareng,SDS Kemuliaan,20105703,SD,Swasta,2019,89,B,2023-02-26 21:07:08,7,221,8,10,2,8,0,1
Jakarta Barat,Cengkareng,SDS KHUSUS INSAN HARAPAN,69755701,SD,Swasta,2022,91,A,2023-02-17 10:13:39,4,178,6,7,1,6,2,1
Jakarta Barat,Cengkareng,SDS MULIA KENCANA,20109898,SD,Swasta,2022,94,A,2023-02-16 12:55:08,3,263,12,17,1,12,2,1
Jakarta Barat,Cengkareng,SDS Narada,20109213,SD,Swasta,2019,97,A,2023-02-20 11:21:59,3,551,23,35,3,24,2,1
Jakarta Barat,Cengkareng,SDS PAH TSUNG,69786278,SD,Swasta,2021,93,A,2023-02-13 08:01:58,9,413,17,33,6,18,2,1
Jakarta Barat,Cengkareng,SDS Pelita Kasih,20108959,SD,Swasta,2021,89,B,2023-02-01 09:57:42,3,119,7,10,1,16,1,1
Jakarta Barat,Cengkareng,SDS SANTO LEO II,20105760,SD,Swasta,2019,94,A,2023-02-15 07:50:55,3,358,16,25,8,18,2,1
Jakarta Barat,Cengkareng,SDS SEHATI,20112512,SD,Swasta,2018,81,B,2023-02-24 22:59:30,9,185,9,11,4,10,0,0
Jakarta Barat,Cengkareng,SDS SERAPHINE BAKTI UTAMA,20105765,SD,Swasta,2021,95,A,2023-02-09 09:12:18,3,340,12,15,7,10,3,1
Jakarta Barat,Cengkareng,SDS Shine Nicholas,20108960,SD,Swasta,2018,91,A,2022-12-06 10:33:57,0,0,0,3,0,0,0,0
Jakarta Barat,Cengkareng,SDS Wawasan Nusantara,20105798,SD,Swasta,2019,89,B,2023-02-24 22:38:20,17,302,15,16,1,13,1,1
Jakarta Barat,Cengkareng,SMP Negeri 100,20101558,SMP,Negeri,2019,92,A,2023-03-06 11:30:56,22,485,13,22,8,13,2,1
Jakarta Barat,Cengkareng,SMP Negeri 108,20101554,SMP,Negeri,2022,93,A,2023-02-21 14:11:24,18,895,24,39,13,24,3,1
Jakarta Barat,Cengkareng,SMP NEGERI 132 JAKARTA,20101562,SMP,Negeri,2019,94,A,2023-02-22 08:52:07,9,781,21,26,12,21,3,1
Jakarta Barat,Cengkareng,SMP Negeri 176,20101573,SMP,Negeri,2018,94,A,2023-03-02 13:14:54,17,705,19,32,9,20,2,1
Jakarta Barat,Cengkareng,SMP Negeri 201,20101565,SMP,Negeri,2019,92,A,2023-02-25 07:27:24,20,795,22,30,10,22,3,1
Jakarta Barat,Cengkareng,SMP NEGERI 248 JAKARTA,20101524,SMP,Negeri,2021,91,A,2023-03-06 14:50:22,9,763,21,34,11,21,3,1
Jakarta Barat,Cengkareng,SMP Negeri 249,20101523,SMP,Negeri,2019,94,A,2023-02-24 09:45:49,8,879,24,42,12,26,4,1
Jakarta Barat,Cengkareng,SMP Negeri 264,20101534,SMP,Negeri,2019,93,A,2023-02-21 15:32:10,4,785,22,42,12,22,4,1
Jakarta Barat,Cengkareng,SMP NEGERI 45 JAKARTA,20101545,SMP,Negeri,2019,95,A,2023-03-07 07:10:11,27,859,23,38,13,25,4,1
Jakarta Barat,Cengkareng,SMP Ad-Dawah,20106718,SMP,Swasta,2021,90,B,2023-02-17 08:48:21,4,83,3,4,1,12,2,1
Jakarta Barat,Cengkareng,SMP AL HUDA,20109330,SMP,Swasta,2021,92,A,2023-03-01 13:13:09,13,449,15,16,7,18,4,1
Jakarta Barat,Cengkareng,SMP AL JIHAD,20106733,SMP,Swasta,2018,81,B,2023-02-24 09:02:55,3,65,3,9,3,7,2,1
Jakarta Barat,Cengkareng,SMP AL MUKHLISIN,20106729,SMP,Swasta,2021,87,B,2023-02-17 07:28:40,3,162,6,9,8,6,2,1
Jakarta Barat,Cengkareng,SMP Al-Yauma,20106735,SMP,Swasta,2022,81,B,2023-01-30 15:42:27,2,72,3,7,2,4,1,1
Jakarta Barat,Cengkareng,SMP ASIA,20109072,SMP,Swasta,2018,73,C,2023-02-20 18:29:07,1,32,3,6,2,3,2,3
Jakarta Barat,Cengkareng,SMP AT TAUFIK,20106740,SMP,Swasta,2021,83,B,2023-02-20 10:58:33,4,56,3,5,3,7,2,1
Jakarta Barat,Cengkareng,SMP AULIA,69858802,SMP,Swasta,2018,84,B,2023-02-17 12:39:13,4,101,3,3,0,3,1,1
Jakarta Barat,Cengkareng,SMP Baptis Cengkareng Indah,20106741,SMP,Swasta,2022,81,B,2023-03-01 12:34:51,7,82,3,7,2,7,2,1
Jakarta Barat,Cengkareng,SMP BINA TARUNA,20106748,SMP,Swasta,2018,86,B,2023-02-17 11:46:10,6,228,9,8,4,12,0,1
Jakarta Barat,Cengkareng,SMP Bintang Kejora,20106750,SMP,Swasta,2022,92,A,2023-01-25 09:33:13,3,106,5,9,5,8,3,1
Jakarta Barat,Cengkareng,SMP Cendrawasih,20106761,SMP,Swasta,2018,84,B,2023-01-31 20:46:12,1,27,3,2,1,6,2,1
Jakarta Barat,Cengkareng,SMP CENGKARENG 1,20106762,SMP,Swasta,2021,94,A,2023-02-22 10:56:28,12,599,19,32,9,22,3,1
Jakarta Barat,Cengkareng,SMP Cinta Kasih Tzu Chi,20106759,SMP,Swasta,2019,91,A,2023-03-01 12:56:40,6,484,15,30,1,15,5,1
Jakarta Barat,Cengkareng,SMP DARROSTA,20109008,SMP,Swasta,2021,91,A,2023-02-03 08:50:22,4,215,8,13,3,10,1,1
Jakarta Barat,Cengkareng,SMP Darul Izzah,20106767,SMP,Swasta,2018,84,B,2023-02-02 14:23:42,2,352,12,24,1,19,4,1
Jakarta Barat,Cengkareng,SMP Darul Mukhlishin,20109005,SMP,Swasta,2021,89,B,2023-02-16 16:08:12,7,347,11,11,1,13,1,1
Jakarta Barat,Cengkareng,SMP DUTA BANGSA,20106769,SMP,Swasta,2021,90,B,2023-02-09 10:13:29,10,78,3,9,3,7,2,1
Jakarta Barat,Cengkareng,SMP Eka Sakti,20106773,SMP,Swasta,2021,84,B,2023-02-22 10:04:32,12,69,3,8,1,5,2,1
Jakarta Barat,Cengkareng,SMP HARAPAN BANGSA,20106795,SMP,Swasta,2021,85,B,2023-01-19 12:25:19,4,101,3,10,3,3,2,1
Jakarta Barat,Cengkareng,SMP HARAPAN JAYA,20106796,SMP,Swasta,2018,84,B,2023-02-28 15:12:51,12,412,13,16,4,18,2,1
Jakarta Barat,Cengkareng,SMP HARAPAN LESTARI,NP352819,SMP,Swasta,2019,81,B,2023-01-20 12:58:13,1,61,3,4,1,3,2,1
Jakarta Barat,Cengkareng,SMP Impian Bunda,20106802,SMP,Swasta,2022,92,A,2023-02-28 07:57:06,5,57,3,7,3,7,3,1
Jakarta Barat,Cengkareng,SMP IP YAKIN,20109009,SMP,Swasta,2018,85,B,2023-02-06 10:59:55,4,326,12,15,7,14,3,2
Jakarta Barat,Cengkareng,SMP ISLAM ALWAHAB,20109007,SMP,Swasta,2021,84,B,2023-02-16 14:14:54,7,164,6,7,3,9,1,1
Jakarta Barat,Cengkareng,SMP ISLAM AN NASIRIIN,69992767,SMP,Swasta,2019,91,A,2023-02-21 12:04:32,11,163,6,6,2,8,1,1
Jakarta Barat,Cengkareng,SMP ISLAM KEMULIAAN,20106807,SMP,Swasta,2021,86,B,2023-02-23 07:52:42,6,161,6,8,2,6,1,1
Jakarta Barat,Cengkareng,SMP ISLAM TERPADU AN-NASHR,20112448,SMP,Swasta,2021,91,A,2023-03-03 13:24:04,7,79,3,9,2,4,3,1
Jakarta Barat,Cengkareng,SMP KASIH BAGI BANGSA,69975235,SMP,Swasta,2019,83,B,2023-01-25 10:33:55,2,84,3,4,2,3,1,1
Jakarta Barat,Cengkareng,SMP KASIH KARUNIA,20108792,SMP,Swasta,2019,88,B,2023-03-07 09:04:48,14,81,4,9,3,13,3,1
Jakarta Barat,Cengkareng,SMP Kesatuan,20106827,SMP,Swasta,2021,91,A,2023-01-31 11:39:19,4,276,9,11,3,9,2,1
Jakarta Barat,Cengkareng,SMP KRISTEN KALAM KUDUS III,20106816,SMP,Swasta,2018,91,A,2023-03-07 14:15:47,18,200,8,13,5,8,3,1
Jakarta Barat,Cengkareng,SMP LAMAHOLOT,20106831,SMP,Swasta,2018,91,A,2023-02-27 20:29:00,4,106,5,7,4,6,2,1
Jakarta Barat,Cengkareng,SMP MERDEKA SARI,20106838,SMP,Swasta,2018,83,B,2023-01-31 07:17:30,2,161,6,9,1,6,2,1
Jakarta Barat,Cengkareng,SMP MULIA KENCANA,20122036,SMP,Swasta,2019,89,B,2023-02-16 14:00:17,3,113,5,8,2,6,2,1
Jakarta Barat,Cengkareng,SMP PELITA KASIH,20110264,SMP,Swasta,2022,92,A,2023-01-25 09:36:41,5,106,4,9,2,8,3,1
Jakarta Barat,Cengkareng,SMP RAHMANI II,20109499,SMP,Swasta,2018,82,B,2023-02-21 18:18:13,6,48,3,5,3,3,2,1
Jakarta Barat,Cengkareng,SMP SANTO KRISTOFORUS II,20106882,SMP,Swasta,2021,94,A,2023-02-20 11:33:52,10,322,11,21,9,14,4,1
Jakarta Barat,Cengkareng,SMP Santo Leo II,20106876,SMP,Swasta,2022,92,A,2023-03-08 10:14:49,7,205,8,15,6,11,4,1
Jakarta Barat,Cengkareng,SMP SERAPHINE BHAKTI UTAMA,20106879,SMP,Swasta,2021,94,A,2023-02-08 12:45:54,5,186,6,6,6,6,3,1
Jakarta Barat,Cengkareng,SMP Strada Pelita II,20108806,SMP,Swasta,2019,92,A,2023-02-13 20:30:39,4,369,12,17,8,18,4,1
Jakarta Barat,Cengkareng,SMP USWATUN HASANAH,20106899,SMP,Swasta,2022,92,A,2023-02-06 14:40:04,3,141,6,10,1,6,2,1
Jakarta Barat,Cengkareng,SMP Vianney,20106900,SMP,Swasta,2022,92,A,2023-02-27 08:45:28,23,136,6,11,5,7,3,1
Jakarta Barat,Cengkareng,SMP WAWASAN NUSANTARA,20106901,SMP,Swasta,2021,83,B,2023-02-22 21:03:19,6,127,5,8,1,5,2,1
Jakarta Barat,Cengkareng,SMP YAPIDA,20109010,SMP,Swasta,2021,86,B,2023-02-21 06:47:50,4,147,6,9,2,7,1,1
Jakarta Barat,Cengkareng,SMP YAPINDO II DKI JAKARTA,20106909,SMP,Swasta,2021,83,B,2023-03-02 09:23:09,16,116,5,10,5,5,2,1
Jakarta Barat,Cengkareng,SMPI SHIRATHU AL RAHMAN,69900583,SMP,Swasta,2018,85,B,2023-02-05 21:58:46,1,11,3,8,3,3,2,1
Jakarta Barat,Cengkareng,SMPS KARTINI,20109518,SMP,Swasta,2021,0,TT,2023-02-24 18:44:14,4,6,2,4,0,6,2,0
Jakarta Barat,Cengkareng,SMPS Pah Tsung,69952551,SMP,Swasta,2018,93,A,2023-02-28 13:45:41,3,198,8,10,8,9,2,1
Jakarta Barat,Cengkareng,SMAN 33 JAKARTA,20101620,SMA,Negeri,2019,93,A,2023-03-01 08:24:59,11,778,21,44,12,21,6,2
